product,type,inches,ram,os,weight,price,screen,screenw,screenh,touchscreen,ipspanel,retina,cpu_brand,cpu_freq,cpu_model,primary_storage,secondary_storage,primary_storage_type,secondary_storage_type,gpu_brand,gpu_model,total_storage_gb,storage_type,cpu_generation,price_segment
IdeaPad 320-15ISK,Notebook,15.6,4,Windows 10,2.2,535,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520,0,HDD,6th Gen,Low
15-ay047nv (i3-6006U/6GB/1TB/Radeon,Notebook,15.6,6,Windows 10,2.04,539,Standard,1920,1080,No,No,No,Intel,2,Core i3 6006U,1024,0,HDD,No,AMD,Radeon R5 M430,0,HDD,6th Gen,Low
GP72VR Leopard,Gaming,17.3,8,Windows 10,2.7,1487,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1060,0,Mixed,7th Gen,High
Satellite Pro,Notebook,15.6,4,Windows 10,2.1,498,Standard,1366,768,No,No,No,Intel,2.1,Core i3 6100U,128,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,Low
Latitude 3580,Notebook,15.6,8,Windows 10,2.06,955,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620,0,HDD,7th Gen,Mid
15-bs012nv (i7-7500U/8GB/1TB/Radeon,Notebook,15.6,8,Windows 10,2.1,745,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,1024,0,HDD,No,AMD,Radeon 530,0,HDD,7th Gen,Mid
Tecra Z50-D-10E,Notebook,15.6,8,Windows 10,2,1258,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,High
Aspire 3,Notebook,15.6,4,Linux,2.1,412,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,128,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,Low
Surface Laptop,Ultrabook,13.5,8,Windows 10 S,1.252,1868,Standard,2256,1504,Yes,No,No,Intel,2.8,Core i7 7600U,256,0,SSD,No,Intel,Iris Plus Graphics 640,0,SSD,7th Gen,Premium
V310-15ISK (i5-7200U/8GB/1TB,Notebook,15.6,8,Windows 10,1.9,818,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,128,1024,SSD,HDD,AMD,Radeon R5 M430,0,Mixed,7th Gen,Mid
Yoga 720-13IKB,2 in 1 Convertible,13.3,8,Windows 10,1.3,1034,Full HD,1920,1080,Yes,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,High
IdeaPad 320-15AST,Notebook,15.6,4,Windows 10,2.2,349,Standard,1366,768,No,No,No,AMD,2.2,E-Series E2-9000,128,0,SSD,No,AMD,Radeon R2 Graphics,0,SSD,9th Gen,Low
Pavilion X360,2 in 1 Convertible,14,4,Windows 10,1.63,699,Full HD,1920,1080,Yes,Yes,No,Intel,2.4,Core i3 7100U,128,0,SSD,No,Nvidia,GeForce 940MX,0,SSD,7th Gen,Mid
GP62 7RDX,Gaming,15.6,16,Windows 10,2.4,1294,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1050,0,Mixed,7th Gen,High
Zenbook 3,Ultrabook,14,8,Windows 10,1.1,1135,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,High
Chromebook X360,2 in 1 Convertible,11.6,8,Chrome OS,1.4,495,Standard,1366,768,Yes,No,No,Intel,1.1,Celeron Dual Core N3350,64,0,Flash Storage,No,Intel,HD Graphics 500,0,Unknown,3th Gen,Low
Gram 15Z975,Ultrabook,15.6,8,Windows 10,1.09,2299,Full HD,1920,1080,No,Yes,No,Intel,1.8,Core i7 8550U,512,0,SSD,No,Intel,HD Graphics 620,0,SSD,8th Gen,Premium
Aspire VX5-591G,Gaming,15.6,16,Windows 10,2.5,1299,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7300HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050 Ti,0,SSD,7th Gen,High
GV62M 7RD,Gaming,15.6,8,Windows 10,2.2,998,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7300HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050,0,SSD,7th Gen,Mid
L502NA-GO052T (N3350/4GB/128GB/W10),Notebook,15.6,4,Windows 10,1.86,419,Standard,1366,768,No,No,No,Intel,1.1,Celeron Dual Core N3350,128,0,SSD,No,Intel,HD Graphics 500,0,SSD,3th Gen,Low
Alienware 15,Gaming,15.6,16,Windows 10,3.21,2051,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7300HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1060,0,Mixed,7th Gen,Premium
17-bs000nv I3,Notebook,17.3,4,Windows 10,2.5,699,Full HD,1920,1080,No,Yes,No,Intel,2,Core i3 6006U,256,0,SSD,No,AMD,Radeon R5 520,0,SSD,6th Gen,Mid
Yoga 730,2 in 1 Convertible,13.3,8,Windows 10,1.19,1499,Full HD,1920,1080,Yes,Yes,No,Intel,1.8,Core i7 8550U,512,0,SSD,No,Intel,UHD Graphics 620,0,SSD,8th Gen,High
Alienware 15,Gaming,15.6,16,Windows 10,3.49,2814,Full HD,1920,1080,No,No,No,Intel,2.9,Core i7 7820HK,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070,0,Mixed,7th Gen,Premium
250 G6,Notebook,15.6,4,Windows 10,1.86,613,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,AMD,Radeon 520,0,HDD,7th Gen,Mid
Inspiron 3567,Notebook,15.6,4,Windows 10,2.2,546,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,1024,0,HDD,No,AMD,Radeon R5 M430,0,HDD,6th Gen,Low
17-Y002nv (A10-9600P/6GB/2TB/Radeon,Notebook,17.3,6,Windows 10,2.65,569,Full HD,1920,1080,No,Yes,No,AMD,2.4,A10-Series 9600P,2048,0,HDD,No,AMD,Radeon R7 M440,0,HDD,9th Gen,Low
V110-15ISK (3855U/4GB/500GB/W10),Notebook,15.6,4,Windows 10,2.1,318,Standard,1366,768,No,No,No,Intel,1.6,Celeron Dual Core 3855U,500,0,HDD,No,Intel,HD Graphics 510,0,HDD,3th Gen,Low
Chromebook 14,Notebook,14,4,Chrome OS,1.45,375,Standard,1366,768,No,No,No,Intel,1.6,Celeron Dual Core 3855U,32,0,Flash Storage,No,Intel,HD Graphics 510,0,Unknown,3th Gen,Low
IdeaPad 520s-14IKB,Notebook,14,4,Windows 10,1.7,699,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Mid
ZBook 17,Workstation,17.3,8,Windows 10,3.14,1908,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,500,0,HDD,No,Nvidia,Quadro M1200,0,HDD,7th Gen,Premium
ThinkPad X1,2 in 1 Convertible,14,8,Windows 10,1.42,2590,Standard,2560,1440,Yes,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Premium
Satellite Pro,Notebook,13.3,8,Windows 10,1.5,973,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Mid
TravelMate B117-M,Netbook,11.6,4,Windows 10,1.4,269,Standard,1366,768,No,No,No,Intel,1.6,Celeron Dual Core N3050,32,0,Flash Storage,No,Intel,HD Graphics,0,Unknown,3th Gen,Low
Yoga 910-13IKB,2 in 1 Convertible,14,16,Windows 10,1.38,1749,Full HD,1920,1080,Yes,No,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Premium
Chromebook Flip,2 in 1 Convertible,12.5,4,Chrome OS,1.2,669,Full HD,1920,1080,Yes,No,No,Intel,0.9,Core M M3-6Y30,64,0,Flash Storage,No,Intel,HD Graphics 515,0,Unknown,Unknown,Mid
Portege Z30T-C-133,Ultrabook,13.3,16,Windows 10,1.36,1877,Full HD,1920,1080,Yes,No,No,Intel,2.5,Core i7 6500U,512,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,Premium
15-bs011nv (i7-7500U/4GB/500GB/Radeon,Notebook,15.6,4,Windows 10,2.1,689,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 7500U,500,0,HDD,No,AMD,Radeon 530,0,HDD,7th Gen,Mid
Inspiron 5577,Gaming,15.6,8,Windows 10,2.56,819,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7300HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1050,0,HDD,7th Gen,Mid
IdeaPad 320-15AST,Notebook,15.6,4,Windows 10,2.2,399,Full HD,1920,1080,No,No,No,AMD,2.9,A9-Series 9420,256,0,SSD,No,AMD,Radeon 530,0,SSD,9th Gen,Low
IdeaPad 320-15ABR,Notebook,15.6,8,Windows 10,2.2,429,Standard,1366,768,No,No,No,AMD,3.6,A12-Series 9720P,1024,0,HDD,No,AMD,Radeon R7,0,HDD,9th Gen,Low
V310-15IKB (i5-7200U/4GB/1TB/FHD/W10),Notebook,15.6,4,Windows 10,2.1,621,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,1024,1024,HDD,HDD,Intel,HD Graphics 620,0,HDD,7th Gen,Mid
V310-15ISK (i3-6006U/4GB/500GB/No,Notebook,15.6,4,No OS,1.9,450,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,500,0,HDD,No,Intel,HD Graphics 520,0,HDD,6th Gen,Low
Vostro 5568,Notebook,15.6,8,Windows 10,2.18,795,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Mid
Spin 5,2 in 1 Convertible,13.3,8,Windows 10,1.6,999,Full HD,1920,1080,Yes,Yes,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,Intel,UHD Graphics 620,0,SSD,8th Gen,Mid
ThinkPad P51s,Workstation,15.6,16,Windows 7,2.18,1855,Full HD,1920,1080,No,No,No,Intel,2.5,Core i7 6500U,512,0,SSD,No,Nvidia,Quadro M520M,0,SSD,6th Gen,Premium
Thinkpad T460p,Notebook,14,8,Windows 10,1.8,1191,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6300HQ,256,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,High
17-ak002nv (A10-9620P/6GB/2TB/Radeon,Notebook,17.3,6,Windows 10,2.71,655,Full HD,1920,1080,No,Yes,No,AMD,2.5,A10-Series 9620P,2048,0,HDD,No,AMD,Radeon 530,0,HDD,9th Gen,Mid
Legion Y520-15IKBN,Gaming,15.6,8,Windows 10,2.5,1249,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050 Ti,0,Mixed,7th Gen,High
Latitude 5480,Notebook,14,8,Linux,1.64,1089,Full HD,1920,1080,No,No,No,Intel,2.8,Core i5 7440HQ,256,0,SSD,No,Nvidia,GeForce 930MX,0,SSD,7th Gen,High
Vostro 5568,Notebook,15.6,8,Linux,1.98,726,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620,0,HDD,7th Gen,Mid
VivoBook E403NA,Notebook,14,4,Windows 10,1.5,298,Full HD,1920,1080,No,No,No,Intel,1.1,Celeron Dual Core N3350,32,0,Flash Storage,No,Intel,HD Graphics 500,0,Unknown,3th Gen,Low
Latitude 5580,Notebook,15.6,16,Windows 10,1.93,1427,Full HD,1920,1080,No,No,No,Intel,2.6,Core i5 7300U,512,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,High
Thinkpad E470,Notebook,14,8,Windows 10,1.87,857,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Nvidia,GeForce 920MX,0,SSD,7th Gen,Mid
Latitude 5580,Notebook,15.6,8,Windows 10,1.9,1179,Full HD,1920,1080,No,No,No,Intel,2.6,Core i5 7300U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,High
110-15ACL (A6-7310/4GB/500GB/W10),Notebook,15.6,4,Windows 10,2.19,298,Standard,1366,768,No,No,No,AMD,2,A6-Series 7310,500,0,HDD,No,AMD,Radeon R4,0,HDD,7th Gen,Low
Smartbook 142,Notebook,14,4,Windows 10,1.4,265,Full HD,1920,1200,No,Yes,No,Intel,1.92,Atom Z8350,32,0,HDD,No,Intel,HD Graphics 400,0,HDD,8th Gen,Low
ProBook 470,Notebook,17.3,8,Windows 10,2.63,1200,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Nvidia,GeForce 930MX,0,SSD,7th Gen,High
ThinkPad X1,Ultrabook,14,8,Windows 10,1.17,1687,Quad HD+,2560,1440,No,Yes,No,Intel,2.5,Core i7 6500U,512,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,Premium
Pavilion X360,2 in 1 Convertible,13.3,8,Windows 10,1.58,837,Standard,1366,768,Yes,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Mid
ThinkPad T470s,Ultrabook,14,8,Windows 10,1.32,1499,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,High
Alienware 17,Gaming,17.3,32,Windows 10,4.36,3659,4K Ultra HD,3840,2160,No,No,No,Intel,2.8,Core i7 7700HQ,1024,1024,SSD,HDD,Nvidia,GeForce GTX 1070,0,Mixed,7th Gen,Premium
GL72M 7REX,Gaming,17.3,8,Windows 10,2.7,1348,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050 Ti,0,Mixed,7th Gen,High
V310-15IKB (i5-7200U/4GB/1TB/No,Notebook,15.6,4,No OS,1.9,490,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620,0,HDD,7th Gen,Low
Inspiron 5570,Notebook,15.6,8,Windows 10,2.2,719,Full HD,1920,1080,No,No,No,Intel,1.6,Core i5 8250U,128,1024,SSD,HDD,AMD,Radeon 530,0,Mixed,8th Gen,Mid
Inspiron 5378,2 in 1 Convertible,13.3,4,Windows 10,1.71,649,Full HD,1920,1080,Yes,No,No,Intel,2.4,Core i3 7100U,1024,0,HDD,No,Intel,HD Graphics 620,0,HDD,7th Gen,Mid
Inspiron 5567,Notebook,15.6,8,Linux,2.32,590,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,AMD,Radeon R7 M445,0,HDD,7th Gen,Low
15-BW037na (A9-9420/4GB/1TB/Radeon,Notebook,15.6,4,Windows 10,2.1,489,Full HD,1920,1080,No,No,No,AMD,3,A9-Series 9420,1024,0,HDD,No,AMD,Radeon 520,0,HDD,9th Gen,Low
Predator 17,Gaming,17.3,16,Windows 10,4.2,1935,Full HD,1920,1080,No,Yes,No,Intel,2.6,Core i7 6700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1060,0,Mixed,6th Gen,Premium
Inspiron 3567,Notebook,15.6,12,Windows 10,2.25,649,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620,0,HDD,7th Gen,Mid
15-BW091ND (A9-9420/6GB/1TB,Notebook,15.6,6,Windows 10,2.1,650,Full HD,1920,1080,No,No,No,AMD,3,A9-Series A9-9420,128,1024,SSD,HDD,AMD,Radeon 520,0,Mixed,9th Gen,Mid
Extensa EX2540-58KR,Notebook,15.6,4,Windows 10,2.4,559,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620,0,HDD,7th Gen,Low
ThinkPad 13,Notebook,13.3,8,Windows 10,1.44,960,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Mid
V310-15IKB (i7-7500U/4GB/1TB/FHD/W10),Notebook,15.6,4,Windows 10,1.85,779,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,1024,0,HDD,No,Intel,HD Graphics 620,0,HDD,7th Gen,Mid
ZBook 15,Workstation,15.6,16,Windows 10,2.6,2419,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,0,SSD,No,Nvidia,Quadro M2200,0,SSD,7th Gen,Premium
Inspiron 5379,2 in 1 Convertible,13.3,8,Windows 10,1.55,659,Full HD,1920,1080,Yes,No,No,Intel,1.6,Core i5 8250U,1024,0,HDD,No,Intel,UHD Graphics 620,0,HDD,8th Gen,Mid
GS63VR 7RF,Gaming,15.6,16,Windows 10,1.8,2094,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060,0,Mixed,7th Gen,Premium
Aspire ES1-572,Notebook,15.6,4,Windows 10,2.4,411,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,500,0,HDD,No,Intel,HD Graphics 520,0,HDD,6th Gen,Low
Inspiron 7560,Notebook,15.6,8,Windows 10,2,1207,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,128,1024,SSD,HDD,Nvidia,GeForce 940MX,0,Mixed,7th Gen,High
Vostro 3568,Notebook,15.6,8,Windows 10,2,665,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,256,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,Mid
Tecra X40-D-10G,Notebook,14,8,Windows 10,1.25,1535,Full HD,1920,1080,Yes,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Premium
Flex 5,2 in 1 Convertible,14,8,Windows 10,1.7,999,Full HD,1920,1080,Yes,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Mid
Thinkpad P51s,Workstation,15.6,16,Windows 10,2.5,3299,4K Ultra HD,3840,2160,No,Yes,No,Intel,2.8,Core i7 7600U,1024,0,SSD,No,Nvidia,Quadro M520M,0,SSD,7th Gen,Premium
Chromebook 14,Notebook,14,2,Chrome OS,1.68,330,Standard,1366,768,No,No,No,Intel,1.6,Celeron Dual Core N3060,32,0,Flash Storage,No,Intel,HD Graphics 400,0,Unknown,3th Gen,Low
Notebook 9,Ultrabook,13.3,16,Windows 10,0.81,1649,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Premium
250 G6,Notebook,15.6,8,Windows 10,1.86,539,Full HD,1920,1080,No,No,No,Intel,2,Core i3 6006U,256,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,Low
Latitude 5480,Notebook,14,8,Windows 10,1.6,1127,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,High
Zbook 17,Workstation,17.3,16,Windows 7,3,4389,Full HD,1920,1080,No,Yes,No,Intel,2.9,Xeon E3-1535M v5,256,0,SSD,No,Nvidia,Quadro M2000M,0,SSD,1th Gen,Premium
N23 (N3060/4GB/128GB/W10),Netbook,11.6,4,Windows 10,1.4,475,Standard,1366,768,Yes,No,No,Intel,1.6,Celeron Dual Core N3060,128,0,SSD,No,Intel,HD Graphics 400,0,SSD,3th Gen,Low
EliteBook 850,Notebook,15.6,8,Windows 10,1.84,1900,Full HD,1920,1080,No,No,No,Intel,2.4,Core i5 6300U,256,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,Premium
X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce,Notebook,15.6,4,No OS,2.45,579,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6300HQ,1024,0,HDD,No,Nvidia,GeForce GTX 950M,0,HDD,6th Gen,Low
Thinkpad T460,Ultrabook,14,4,Windows 10,1.7,1096,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,180,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,High
Pro P2540UA-XO0192R,Notebook,15.6,4,Windows 10,2.37,850,Standard,1366,768,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Mid
Yoga 900-13ISK,2 in 1 Convertible,13.3,8,Windows 10,1.3,1199,Quad HD+,3200,1800,Yes,Yes,No,Intel,1.8,Core i5 6260U,256,0,SSD,No,Intel,HD Graphics 540,0,SSD,6th Gen,High
15-cb003na (i5-7300HQ/8GB/1TB,Notebook,15.6,8,Windows 10,2.2,1099,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7300HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050,0,Mixed,7th Gen,High
ZBook 15,Workstation,15.6,8,Windows 7,2.59,1561,Full HD,1920,1080,No,No,No,Intel,2.6,Core i7 6700HQ,256,0,SSD,No,Nvidia,Quadro M1000M,0,SSD,6th Gen,Premium
Alienware 17,Gaming,15.6,16,Windows 10,4.42,2869,4K Ultra HD,3840,2160,No,Yes,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070,0,Mixed,7th Gen,Premium
Aspire 3,Notebook,15.6,4,Windows 10,2.1,599,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Low
Legion Y520-15IKBN,Gaming,15.6,8,Windows 10,2.5,1048,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050,0,Mixed,7th Gen,High
Latitude 7280,Ultrabook,12.5,16,Windows 10,1.18,1859,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7600U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Premium
Pixelbook (Core,Ultrabook,12.3,8,Chrome OS,1.1,1559,Standard,2400,1600,Yes,No,No,Intel,1.2,Core i5 7Y57,256,0,SSD,No,Intel,HD Graphics 615,0,SSD,Unknown,Premium
Zenbook UX330UA-AH5Q,Ultrabook,13.3,8,Windows 10,1.2,1129,Quad HD+,3200,1800,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,High
Latitude 3380,Notebook,13.3,4,Windows 10,1.65,849,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,500,0,HDD,No,Intel,HD Graphics 520,0,HDD,6th Gen,Mid
TravelMate P238-M,Notebook,13.3,4,Windows 10,1.6,655,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,128,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,Mid
X751NV-TY001 (N4200/4GB/1TB/GeForce,Notebook,17.3,4,Windows 10,2.8,470,Standard,1366,768,No,No,No,Intel,1.1,Pentium Quad Core N4200,1024,0,HDD,No,Nvidia,GeForce 920MX,0,HDD,4th Gen,Low
Inspiron 7559,Gaming,15.6,16,Windows 10,2.72,1099,4K Ultra HD,3840,2160,Yes,Yes,No,Intel,2.6,Core i7 6700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 960M,0,Mixed,6th Gen,High
Notebook 9,Ultrabook,13.3,8,Windows 10,1.31,1599,Full HD,1920,1080,Yes,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Premium
Aspire A315-31,Notebook,15.6,4,Linux,2.1,298,Standard,1366,768,No,No,No,Intel,1.1,Pentium Quad Core N4200,1024,0,HDD,No,Intel,HD Graphics 505,0,HDD,4th Gen,Low
Inspiron 5567,Notebook,15.6,16,Windows 10,2.3,1181,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,AMD,Radeon R7 M445,0,SSD,7th Gen,High
Notebook 9,2 in 1 Convertible,15,16,Windows 10,1.71,1799,Full HD,1920,1080,Yes,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,AMD,Radeon 540,0,SSD,7th Gen,Premium
Tecra A40-C-1E5,Notebook,14,4,Windows 10,1.75,1020,Standard,1366,768,No,Yes,No,Intel,2.3,Core i5 6200U,128,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,High
Inspiron 7567,Gaming,15.6,8,Windows 10,2.62,1099,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1050,0,HDD,7th Gen,High
EliteBook 820,Ultrabook,12.5,4,Windows 10,1.26,1244,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,High
Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce,2 in 1 Convertible,15.6,12,Windows 10,2.3,839,Full HD,1920,1080,Yes,No,No,Intel,2.7,Core i7 7500U,2048,0,HDD,No,Nvidia,GeForce 940MX,0,HDD,7th Gen,Mid
Thinkpad P50,Notebook,15.6,16,Windows 7,2.5,2370,4K Ultra HD,3840,2160,No,No,No,Intel,2.7,Core i7 6820HQ,512,0,SSD,No,Nvidia,Quadro M2000M,0,SSD,6th Gen,Premium
Swift 3,Notebook,14,4,Windows 10,1.8,636,Full HD,1920,1080,No,Yes,No,Intel,2.4,Core i3 7100U,128,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Mid
Blade Pro,Gaming,14,16,Windows 10,1.95,2899,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,512,0,SSD,No,Nvidia,GeForce GTX 1060,0,SSD,7th Gen,Premium
Vivobook Max,Notebook,15.6,8,Windows 10,2,582,Standard,1920,1080,No,No,No,Intel,1.1,Pentium Dual Core N4200,128,0,SSD,No,Intel,HD Graphics 505,0,SSD,4th Gen,Low
Alienware 17,Gaming,17.3,32,Windows 10,4.42,3589,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,1024,1024,SSD,HDD,Nvidia,GeForce GTX 1070M,0,Mixed,7th Gen,Premium
Rog G752VS-BA171T,Gaming,17.3,16,Windows 10,4.3,2350,Full HD,1920,1080,No,Yes,No,Intel,2.6,Core i7 6700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070,0,Mixed,6th Gen,Premium
Tecra Z40-C-161,Ultrabook,14,16,Windows 10,1.47,1764,Full HD,1920,1080,No,Yes,No,Intel,2.6,Core i7 6600U,512,0,SSD,No,Nvidia,GeForce 930M,0,SSD,6th Gen,Premium
IdeaPad 110-15IBR,Notebook,15.6,8,No OS,2.2,329,Standard,1366,768,No,No,No,Intel,1.6,Celeron Quad Core N3710,1024,0,HDD,No,Intel,HD Graphics 405,0,HDD,3th Gen,Low
ThinkPad T470s,Ultrabook,14,16,Windows 10,1.7,2299,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Premium
GS43VR 7RE,Gaming,14,16,Windows 10,1.6,1891,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060,0,Mixed,7th Gen,Premium
